Consorci de Serveis Universitaris de Catalunya (CSUC)	Membre nomenat pel conseller/a del departament competent en matèria d'universitats	Director general d'Universitats	131
Consorci de Comerç, Artesania i Moda de Catalunya	El director/a del Consorci de Comerç, Artesania i Moda de Catalunya, amb veu i sense vot	Director del Consorci de Comerç, Artesania i Moda de Catalunya	17437
Consorci de Serveis Socials de Barcelona	President/a que serà el conseller/a de Drets Socials	Consellera de Drets Socials i Inclusió	19774
Fundació Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès	La persona titular de la DG Generalitat competent en matèria de centres educatius no universitaris	Directora general de Centres Públics	18121
Consorci Parc de Recerca Biomèdica de Barcelona (PRBB)	Representant de la Generalitat designat pel titular del departament competent en matèria de salut	Subdirectora general de Recerca i Innovació en Salut	17052
Agència Tributària de Catalunya	Vocal nat - alt càrrec encarregat de l'òrgan del Govern competent en matèria de tributs	Directora general de Tributs i Joc	1344
Fundació Catalana per a la Recerca i la Innovació (FCRi)	Titular del dept de l'Admin de la GC amb competència en matèria de recerca o la persona que designi	Consellera de Recerca i Universitats	21648
Institut de Recerca i Tecnologia Agroalimentàries (IRTA)	El/la Vicepresident/a - conseller/a del departament competent en matèria de recerca i universitats	Consellera de Recerca i Universitats	21648
Consorci de Serveis Universitaris de Catalunya (CSUC)	Conseller/a del departament competent en matèria d'universitats o persona que designi	Consellera de Recerca i Universitats	21648
Consorci per a la construcció, equipament i explotació del Laboratori de Llum Sincrotró	Departament de Recerca i Universitats	Consellera de Recerca i Universitats	21648
Institut de Recerca Biomèdica de Lleida, Fundació Dr. Pifarré	El/la titular del departament de la Generalitat competent en matèria de recerca	Consellera de Recerca i Universitats	21648
Fundació Institut de Recerca contra la Leucèmia Josep Carreras	El/la titular del departament de la Generalitat competent en matèria de recerca	Consellera de Recerca i Universitats	21648
Fundació Institut de Ciències Fotòniques (ICFO)	Conseller/a del departament de la Generalitat en matèria de recerca que en serà president	Consellera de Recerca i Universitats	21648
Consorci Porta Diagonal - Campus Clínic	La persona titular del departament competent en matèria de recerca i universitats	Consellera de Recerca i Universitats	21648
Institut de Física d'Altes Energies (IFAE)	La persona titular del departament de la Generalitat competent en recerca, que en serà el president	Consellera de Recerca i Universitats	21648
Consorci Parc de Recerca Biomèdica de Barcelona (PRBB)	La presidència que correspon a la persona titular del departament competent en matèria de recerca	Consellera de Recerca i Universitats	21648
Centre de Recerca en Economia Internacional (CREI)	El/la conseller/a del departament competent en matèria de recerca, o la persona en qui delegui	Consellera de Recerca i Universitats	21648
Centre de Recerca Matemàtica (CRM)	La presidència, que correspon al conseller/a competent en matèria de recerca, o en qui delegui	Consellera de Recerca i Universitats	21648
Institut Català d'Arqueologia Clàssica	El president, que serà la persona titular del departament competent en matèria de recerca	Consellera de Recerca i Universitats	21648
Consorci per a l’explotació del Centre Nacional d’Anàlisi Genòmica (CNAG)	La persona titular del Departament compet en matèria de recerca, o persona que designi	Consellera de Recerca i Universitats	21648
Servei Català de Trànsit	La Presidència que correspon a la persona titular del Departament d'Interior	Consellera d'Interior i Seguretat Pública	13760
Institut de Seguretat Pública de Catalunya	President/a de l'ISPC que serà el conseller/a competent en seguretat pública	Consellera d'Interior i Seguretat Pública	13760
Patronat de la Muntanya de Montserrat	El/la conseller/a del departament competent en matèria de seguretat	Consellera d'Interior i Seguretat Pública	13760
Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	President/a que correspon al conseller/a del departament competent en seguretat pública	Consellera d'Interior i Seguretat Pública	13760
Servei Català de la Salut	El/la conseller/a del departament competent en matèria de salut que serà el president/a	Consellera de Salut	2803
Institut de Recerca Biomèdica de Lleida, Fundació Dr. Pifarré	El/la titular del departament de la Generalitat competent en matèria de salut	Consellera de Salut	2803
Fundació Institut de Recerca contra la Leucèmia Josep Carreras	El/la titular del departament de la Generalitat competent en matèria de salut	Consellera de Salut	2803
Consorci Porta Diagonal - Campus Clínic	La persona titular del departament competent en matèria de salut	Consellera de Salut	2803
Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	Vicepresident/a que correspon al conseller/a competent en matèria de salut	Consellera de Salut	2803
Agrupació Europea de Cooperació Territorial Hospital de la Cerdanya	Conseller/a de Salut o persona que designi	Consellera de Salut	2803
Memorial Democràtic	El director/a de l'Arxiu Nacional de Catalunya	Directora de l'Arxiu Nacional de Catalunya	2333
Centre de la Propietat Forestal	Vocal representant dept competent en matèria de desenvolupament rural amb rang mínim SDG	Director General de Desenvolupament Rural	23560
Consorci de l'Observatori del Paisatge	Administració de la Generalitat de Catalunya	Director General de Desenvolupament Rural	23560
Institut de Seguretat Pública de Catalunya	Director o directora del Servei Català de Trànsit	Director del Servei Català de Trànsit	853
Institut de Recerca i Tecnologia Agroalimentàries (IRTA)	Vocal en representació del departament competent en matèria d'agricultura i alimentació	Directora general d'Agricultura i Ramaderia	11292
Agència de Residus de Catalunya	Representants de la Generalitat	Directora general d'Agricultura i Ramaderia	11292
Institut Català de la Vinya i el Vi	El/la director/a general competent en matèria d'agricultura	Directora general d'Agricultura i Ramaderia	11292
Agència Catalana de l'Aigua (ACA)	Representant del departament competent en agricultura i ramaderia	Directora general d'Agricultura i Ramaderia	11292
Consorci Patronat de la Vall de Núria	El/la President/a de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Consorci Institut Europeu de la Mediterrània	El president/a, que serà el president de la Generalitat	President de la Generalitat de Catalunya	15006
Consorci Catalunya Internacional	La Presidència, que correspon a la persona titular de la Presidència de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Consorci del Gran Teatre del Liceu	La Presidència que correspon al president de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Biocat, la Fundació BioRegió de Catalunya	El president o presidenta de la Generalitat que exercirà la Presidència del Patronat	President de la Generalitat de Catalunya	15006
Fundació del Gran Teatre del Liceu	La presidència d'honor que correspon a la presidència de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Consorci Casa Àsia	Membre en representació de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Consorci del Palau de la Música Catalana	Molt Honorable President de la Generalitat	President de la Generalitat de Catalunya	15006
Patronat de la Muntanya de Montserrat	El/la President/a del patronat que serà el/la president de la Generalitat de Catalunya	President de la Generalitat de Catalunya	15006
Consorci de l'Institut Ramon Llull	La presidència que correspon al president/a de la Generalitat o en qui delegui	President de la Generalitat de Catalunya	15006
Consorci Porta Diagonal - Campus Clínic	Persona titular de la presidència de l'AGC, que exerceix la presidència del Consell General	President de la Generalitat de Catalunya	15006
Institut Català del Sòl (INCASÒL)	President/a que és el/la titular del departament competent en matèria de territori i obres públiques	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci Alta Velocitat Barcelona	Vicepresident (Conseller del Departament de Territori)	Consellera de Territori, Habitatge i Transició Ecològica	3392
Centre Internacional de Mètodes Numèrics a l’Enginyeria (CIMNE)	La Presidència que correspon al/a la titutar del depart. competent en infraestructures i mobilitat	Consellera de Territori, Habitatge i Transició Ecològica	3392
Institut Cartogràfic i Geològic de Catalunya	La presidència - persona titular dept. comp. política territorial, urbanisme i obra pública	Consellera de Territori, Habitatge i Transició Ecològica	3392
Fundació Observatori de l'Ebre	Adm.,Gene, persona titular del dep. competent en política territorial que exercirà la Presidència	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci del Parc de l'Espai d'Interès Natural de Gallecs	El/La president/a serà el conseller/a del departament competent en matèria d'ordenació del territori	Consellera de Territori, Habitatge i Transició Ecològica	3392
Fundació Privada Institut de Tecnologia de la Construcció de Catalunya (ITeC)	Consellers de territo, habitatge, infraestr, sostenibilitat, patrimoni, coneix i empresa, fins 4 max	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci Porta Diagonal - Campus Clínic	La persona titular del departament competent en matèria de territori	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci per a la reforma de la Granvia i del Samontà a l'Hospitalet de Llobregat	El/la conseller/a dept compet en orden territ i urban, o pers designada, que és el/la president/a	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci Patronat de la Vall de Núria	El titular del departament de la Generalitat competent en matèria de territori i obres públiques	Consellera de Territori, Habitatge i Transició Ecològica	3392
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	El president – conseller/a del departament competent en matèria de transports o persona que designi	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci de l'Observatori del Paisatge	Administració de la Generalitat de Catalunya	Consellera de Territori, Habitatge i Transició Ecològica	3392
Institut per al Desenvolupament i la Promoció de l'Alt Pirineu i Aran	President/a que és el/la conseller/a del departament al qual és adscrit l’Institut	Consellera de Territori, Habitatge i Transició Ecològica	3392
Consorci de l'Habitatge de Barcelona	President/a. El/la conseller/a del departament de la Generalitat competent en matèria d'habitatge	Consellera de Territori, Habitatge i Transició Ecològica	3392
Patronat de la Muntanya de Montserrat	El/la conseller/a del departament competent en matèria de cultura	Consellera de Cultura	2221
Consorci Patrimoni Mundial de la Vall de Boí	La presidència que correspon al/la titular del departament en què s'adscriu l'Agència Catalana de Pa	Consellera de Cultura	2221
Fundació Mediterrània, Fira d'Espectacles d'Arrel Tradicional	Conseller/a de Cultura de la Generalitat que li correspon la presidència	Consellera de Cultura	2221
Fundació del Gran Teatre del Liceu	La vicepresidència primera que correspon a la persona titular del departament competent en cultura	Consellera de Cultura	2221
Consorci Museu Nacional d'Art de Catalunya	El/la Vicepresident/a que serà nomenat per l'Administració de la Generalitat de Catalunya	Consellera de Cultura	2221
Consorci del Turó de la Seu Vella de Lleida	Departament de Cultura	Consellera de Cultura	2221
Consorci Museu d'Art Contemporani de Barcelona	La Vicepresidència primera que serà ocupada per la persona titular de la Conselleria de Cultura	Consellera de Cultura	2221
Consorci del Museu de Ciències Naturals de Barcelona	Departament de Cultura	Consellera de Cultura	2221
Consorci del Museu de Lleida, Diocesà i Comarcal	Presidència, la persona titular del departament de la Generalitat competent en cutura	Consellera de Cultura	2221
Consorci de l'Auditori i l'Orquestra	La Vicepresidència que correspon al/la titular del Departament de Cultura o persona que designi	Consellera de Cultura	2221
Agència Catalana del Patrimoni Cultural	El president/a que és el conseller/a del departament competent en matèria de cultura	Consellera de Cultura	2221
Consorci Mercat de les Flors	Vicepresidència  - Conseller/a de la GC competent en matèria de cultura	Consellera de Cultura	2221
Consorci del Gran Teatre del Liceu	Representants de l'Administració de la Generalitat de Catalunya	Consellera de Cultura	2221
Biblioteca de Catalunya	Presidència que és el/la Conseller/a de Cultura	Consellera de Cultura	2221
Consorci de l'Institut Ramon Llull	Representants de l'Administració de la Generalitat de Catalunya designats pel Govern	Consellera de Cultura	2221
Consorci del Palau de la Música Catalana	Conseller/a de Cultura	Consellera de Cultura	2221
Institut de Seguretat Pública de Catalunya	Director o directora competent en matèria de prevenció i extinció d'incendis i de salvaments	Directora general de Prevenció, Extinció d'Incendis i Salvaments	8042
Centre de la Propietat Forestal	Vocal representant dept competent en matèria d'extinció d'incendis forestals amb rang mínim SDG	Directora general de Prevenció, Extinció d'Incendis i Salvaments	8042
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretària general d'Educació i Formació Professional	1606
Fundació Observatori de l'Ebre	Patró designat per la persona titular del departament competent en matèria de recerca	Directora general de Recerca	139
Institut de Recerca i Tecnologia Agroalimentàries (IRTA)	Vocal en representació del departament competent en matèria de recerca i universitats	Directora general de Recerca	139
Consorci Parc de Recerca Biomèdica de Barcelona (PRBB)	Representants de la Generalitat designats pel titular del dept. competent en matèria de recerca	Directora general de Recerca	139
Centre d'Estudis Demogràfics	Persones nomenades per la Generalitat	Directora general de Recerca	139
Consorci Centre Internacional d'Investigació dels Recursos Costaners	Administració de la Generalitat de Catalunya	Directora general de Recerca	139
Consorci per a la construcció, equipament i explotació del Laboratori de Llum Sincrotró	Departament de Recerca i Universitats	Directora general de Recerca	139
Institut Català d'Arqueologia Clàssica	Vocal que serà el director general de Recerca	Directora general de Recerca	139
Consorci de Serveis Universitaris de Catalunya (CSUC)	Membre nomenat pel conseller/a del departament competent en matèria d'universitats	Directora general de Recerca	139
Institut de Física d'Altes Energies (IFAE)	Representants de la Generalitat, designats per les persones titulars depts. de recerca i d’indústria	Directora general de Recerca	139
Centre de Visió per Computador	Vocal que representa la Generalitat a proposta del departament competent en matèria de recerca	Directora general de Recerca	139
Residència per a Investigadors	Departament de Recerca i Universitats	Directora General de Recerca	139
Centre Internacional de Mètodes Numèrics a l’Enginyeria (CIMNE)	Representant de la Generalitat amb competències en matèria de recerca	Directora general de Recerca	139
Agència per a la Qualitat del Sistema Universitari de Catalunya	Persones del departament competent en matèria d’universitats, nomenades pel conseller corresponent	Directora general de Recerca	139
Institut Cartogràfic i Geològic de Catalunya	La vicepresidència que serà la persona que nomeni la presidència entre les persones del C. Rector	Secretari de Territori, Urbanisme i Agenda Urbana	21671
Institut per al Desenvolupament i la Promoció de l'Alt Pirineu i Aran	Vicepresident/a 2n, designat pel president/a d’entre els representants de de la Generalitat	Secretari de Territori, Urbanisme i Agenda Urbana	21671
Institut Català del Sòl (INCASÒL)	Vicepresident/a, nomenat pel titular del dept compet en matèria de territori i obres públiques	Secretari de Territori, Urbanisme i Agenda Urbana	21671
Consorci del Parc de l'Espai d'Interès Natural de Gallecs	Dos representants de l'AGE designats pel titular del dept compet en mat d'ordenació del territori	Secretari de Territori, Urbanisme i Agenda Urbana	21671
Consorci per a la reforma de la Granvia i del Samontà a l'Hospitalet de Llobregat	Vocal repr dept en mat d'ord del territ i urban amb rang orgànic mín director/a g, o d'un altre dept	Secretari de Territori, Urbanisme i Agenda Urbana	21671
Institut Cartogràfic i Geològic de Catalunya	Persones en representació de la Generalitat, nomenades pels departaments que determini el Govern	Secretari de Governs Locals i Relacions amb Aran	19033
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Secretari de Governs Locals i Relacions amb Aran	19033
Agència Catalana del Patrimoni Cultural	Vocals en representació de diversos departaments de la Generalitat	Subdirector general de Desenvolupament Turístic Territorial	15230
Institut de Recerca i Tecnologia Agroalimentàries (IRTA)	Vocal en representació del departament competent en matèria de salut	Subdirector general de Coordinació de Salut Pública	20062
Memorial Democràtic	Membres designats pel Govern, a proposta del departament competent en memòria democràtica	Director general de Memòria Democràtica	20430
Consorci del Museu Memorial de l'Exili	La vicepresidència, que serà la vicepresidència del Consorci que correspon Dep.Gener. memòria demo.	Director general de Memòria Democràtica	20430
Consorci Memorial dels Espais de la Batalla de l'Ebre	El/la vicepresident/a primer del Consorci, que és el dir. general competent en matèria democràtica	Director general de Memòria Democràtica	20430
Consorci d'Aigües de Tarragona	Departament d'Acció Climàtica, Alimentació i Agenda Rural	Director Serveis Territorials Departament d’Acció Climàtica, Alimentació i Agenda Rural  Terres Ebre	12077
Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona	Membres designats pel govern a proposta de la persona titular del dep.competent en habitatge	Director de l'Institut Català del Sòl	3738
Consorci de l'Habitatge de Barcelona	Membre en representació de la Generalitat de Catalunya	Director de l'Institut Català del Sòl (INCASOL)	3738
Agència de l'Habitatge de Catalunya	Persones que determini el Govern en representació de la Generalitat i entitats relacionades	Director de l'Institut Català del Sòl	3738
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Secretària d’Administració i Funció Pública	560
Ens d'Abastament d'Aigua Ter-Llobregat	Una vocalia del dept. competent en matèria d'adm. local, amb rang mínim de sub-direcció general	Director general d’Administració Local	727
Fundació Privada Prudenci Bertrana	Departament de Cultura	Directora dels Serveis Territorials a Girona del Departament de Cultura	2267
Consorci del Turó de la Seu Vella de Lleida	Departament de Cultura	Director dels Serveis Territorials a Lleida del Departament de Cultura	2271
Institut Català d'Energia (ICAEN)	Vocals en representació de l’Administració de la Generalitat	Director General d’Indústria	13829
Fundació Institut Català de Recerca de l'Aigua (ICRA)	Patró designat pel titular del departament de la Generalitat competent en matèria de recerca	Director de la Fundació I-CERCA	18791
Agència de Gestió d'Ajuts Universitaris i de Recerca (AGAUR)	Fins a un màxim de cinc vocals designats pel conseller/a del departament competent en universitats	Director general d’Universitats del Departament de Recerca i Universitats	131
Fundació Turisme i Fires de Manresa	Departament d'Empresa i Treball	Director general de Comerç	5457
Fundació Fira de Girona	Departament d'Empresa i Treball	Director dels Serveis Territorials d'Empresa i Treball a Girona	4780
Fundació Biblioteca Josep Pla	El director dels Serveis Territorials a Girona del Departament de Cultura	Director dels Serveis Territorials a Girona del Departament de Cultura	2267
Fundació Fira de Girona	Departament d'Empresa i Treball	Director general de Comerç	5457
Agència Catalana de l'Aigua (ACA)	Representant del departament d’adscripció de l’Agència Catalana de l’Aigua	Titular de Direcció General de Transició Hídrica del Dept de Territori, Habitatge i Transició Ecològ	23486
Fundació Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès	El/la cap de l'Assessoria Jurídica del dept. de la Generalitat competent en matèria d'economia	Cap de l'Assessoria Jurídica del Departament de la VIcepresidència, Economia i Hisenda	1257
Consorci per a la Normalització Lingüística	Vocal, fins a un màxim de 10, designat per l’Administració de la Generalitat	Secretària d'Igualtats	21674
Agència Tributària de Catalunya	Vocal nat i secretari - director/a general de l'Assessoria Jurídica	Cap de l'Assessoria Jurídica del Departament d'Economia i Finances	1257
Fundació Institut de Recerca en Energia de Catalunya (IREC)	El/la conseller/a de la Generalitat titular del dep. comp. en matèria d'energia que serà president/a	Conseller d'Acció Climàtica, Alimentació i Agenda Rural	4163
Fundació Institució dels Centres de Recerca de Catalunya (Fundació I-CERCA)	Conseller/a del departament de la Generalitat competent en matèria de recerca o qui designi	Conseller de Recerca i Universitats	21648
Fundació Institut Hospital del Mar d’Investigacions Mèdiques (IMIM)	El/la titular del departament competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació La Fira de Lleida	Vocal nat en representació del Departament d'Empresa i Treball	Director general de Comerç	5457
Fundació Institut d’Investigació en Ciències de la Salut Germans Trias i Pujol	La persona titular del dep. de la Generalitat competent en recerca a qui correspon la vicep. primera	Conseller de Recerca i Universitats	21648
Fundació Institut d'Investigació Sanitària Pere Virgili (IISPV)	El/la titular del departament de la Generalitat competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Centre de Regulació Genòmica (CRG)	El/la conseller/a del departament de la Generalitat competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Institut Català d'Investigació Química (ICIQ)	La presidència que correspon al titutar del dep. de la Generalitat competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Universitària Balmes	Vicepresidència - persona nomenada pel Govern de la Generalitat de Catalunya	Conseller de Recerca i Universitats	21648
Fundació Institut Català de Nanociència i Nanotecnologia (ICN2)	El/la titular del departament de la Generalitat de Catalunya competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Institut de Recerca Biomèdica (IRB Barcelona)	El/la titular del departament competent en matèria de recerca de la Generalitat de Catalunya	Conseller de Recerca i Universitats	21648
Fundació Privada Museu del Joguet de Catalunya - Figueres	El/la director/a dels Serveis Territorials a Girona del Departament de Cultura	Director dels Serveis Territorials a Girona del Departament de Cultura	2267
Fundació Privada Fundació Fita	Generalitat de Catalunya	Directora dels Serveis Territorials a Girona del Departament de Cultura	2267
Fundació Institut d’Investigació Biomèdica de Girona Dr. Josep Trueta (IdIBGI)	El/la titular del dep. de la Generalitat competent en recerca que li correspon la vicepres. primera	Conseller de Recerca i Universitats	21648
Fundació Institut d'Investigació Biomèdica de Bellvitge (IDIBELL)	El/la titular del depart. de la Generalitat competent en recerca que ostentarà la vice.primera	Conseller de Recerca i Universitats	21648
Fundació Institut Català de Recerca de l'Aigua (ICRA)	Titular del departament de la Generalitat competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Institut Català de Recerca en Patrimoni Cultural (ICRPC)	El titular del departament de la Generalitat competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació Institut Català de Paleontologia Miquel Crusafont (ICP Miquel Crusafont)	El/la titular del Departament de la Generalitat de Catalunya competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Consorci Institut Català d'Avaluació de Polítiques Públiques (Ivàlua)	Vocal del Consell de Treball, Econòmic i Social nomenat pel dept competent en matèria d'ocupació	President del Consell de Treball, Econòmic i Social de Catalunya	7938
Consorci de Comerç, Artesania i Moda de Catalunya	Representant del Departament competent en matèria d’agricultura	Director general de d’Empreses Agroalimentàries, Qualitat i Gastronomia	15794
Fundació Institució Catalana de Recerca i Estudis Avançats (ICREA)	Conseller/a del departament de la Generalitat competent en matèria de recerca i universitats	Conseller de Recerca i Universitats	21648
Fundació Institut Català de Paleoecologia Humana i Evolució Social (IPHES)	La Generalitat, representada pel/per la conseller/a competent en recerca que en serà president/a	Conseller de Recerca i Universitats	21648
Fundació de Recerca Clínic Barcelona-Institut d’Investigacions Biomèdiques August Pi i Sunyer (FRCB-IDIBAPS)	El/la titular del dept de la GC competent en matèria de recerca, que és el/la VP primer/a	Conseller de Recerca i Universitats	21648
Fundació Institut d'Estudis Espacials de Catalunya	El/La conseller/a del departament de la Generalitat que té al seu càrrec les competències de recerca	Conseller de Recerca i Universitats	21648
Fundació Institut de Bioenginyeria de Catalunya (IBEC)	El/la titular del Departament competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundación Privada Instituto de Salud Global Barcelona	Persona tilular del Departament competent en matèria de recerca	Conseller de Recerca i Universitats	21648
Fundació The Barcelona Institute of Science and Technology	Departament de Recerca i Universitats	Conseller de Recerca i Universitats	21648
Fundació Institut de Recerca en Energia de Catalunya (IREC)	El/la conseller/a de la Generalitat titular del dep. comp en recerca que serà vicepresident/a	Conseller de Recerca i Universitats	21648
Barcelona Graduate School of Economics, Fundació Privada	President del Centre de Recerca en Economia Internacional (CREI)	Conseller de Recerca i Universitats	21648
Fundació Institut Hospital del Mar d’Investigacions Mèdiques (IMIM)	El/la titular del departament competent en matèria de salut	Conseller de Salut	2803
Fundació Institut d’Investigació en Ciències de la Salut Germans Trias i Pujol	La persona titular del depart. de la Generalitat competent en salut a qui correspon la presidència	Conseller de Salut	2803
Fundació Institut d'Investigació Sanitària Pere Virgili (IISPV)	El/la titular del departament de la Generalitat competent en matèria de salut	Conseller de Salut	2803
Fundació Ticsalut i Social	Conseller/a del departament de la Generalitat competent en matèria de salut que serà president/a	Conseller de Salut	2803
Fundació Institut de Recerca Biomèdica (IRB Barcelona)	El/la titular del departament competent en matèria de salut de la Generalitat de Catalunya	Conseller de Salut	2803
Fundació Privada Institut d'Investigació Oncològica de Vall-Hebron (VHIO)	El/la Conseller/a del Departament competent en salut a qui correspondrà la presidència	Conseller de Salut	2803
Fundació Institut d’Investigació Biomèdica de Girona Dr. Josep Trueta (IdIBGI)	El/la titular del departament de la Generalitat competent en salut que li correspon la presidència	Conseller de Salut	2803
Fundació Institut d'Investigació Biomèdica de Bellvitge (IDIBELL)	El/la titular del depart. de la Generalitat comp. en matèria de salut que ostentarà la presidència	Conseller de Salut	2803
Fundació Institut d'Investigació i Innovació Parc Taulí (I3PT)	La persona titular del dep. de la Generalitat en matèria de salut que n'ostentarà la presidència	Conseller de Salut	2803
Fundació de Recerca Clínic Barcelona-Institut d’Investigacions Biomèdiques August Pi i Sunyer (FRCB-IDIBAPS)	El/la titular del dept de la GC competent en matèria de salut, que és el/la President/a	Conseller de Salut	2803
Fundació Institut de Bioenginyeria de Catalunya (IBEC)	El/la titular del Departament competent en matèria de salut	Conseller de Salut	2803
Fundació Privada Institut de Recerca de la Sida - Caixa	President/a, que és el conseller/a titular del Departament competent en la política sanitària	Conseller de Salut	2803
Fundación Privada Instituto de Salud Global Barcelona	Persona tilular del Departament competent en matèria de salut	Conseller de Salut	2803
Fundació per a l'Escola Superior de Música de Catalunya	El/la conseller/a d'Educació de la Generalitat, que exercirà la presidència	Conseller d'Educació	1599
Fundació Jove Orquestra Nacional de Catalunya	El/la president/a, que serà el/la conseller/a en matèria d'ensenyament	Conseller d'Educació	1599
Institut de Recerca i Tecnologia Agroalimentàries (IRTA)	El/la president/a de l'IRTA que serà el conseller/a del dep. en matèria d'agricultura i alimentació	Conseller del Departament d'Agricultura, Ramaderia, Pesca i Alimentació	4163
Institut Català de la Vinya i el Vi	El/la president/a, que és el/la conseller/a competent en matèria d'agricultura	Conseller del Departament d'Agricultura, Ramaderia, Pesca i Alimentació	4163
Fundació Ticsalut i Social	Conseller del depart. de la Generalitat competent en matèria de benestar social que serà vicep 2a.	Conseller del Departament de Drets Socials	19774
Institut Català de les Empreses Culturals	President - Conseller/a competent en matèria de cultura	Conseller/a de Cultura	2221
Servei Català de la Salut	El/la conseller/a competent en matèria de salut del Consell General d'Aran	Consellera d’Igualtat, Salut i Benestar Consell General d'Aran	21647
Fundació Antoni Tàpies	Departament de Cultura	Consellera de Cultura	2221
Consorci del Barri de la Mina	La persona titular del departament competent en l'àmbit dels serveis socials, que és el president	Consellera del Departament de Drets Socials i Inclusió	19774
Consorci Badalona Sud, en liquidació	La persona titular del departament competent en l'àmbit dels serveis socials	Consellera del Departament de Drets Socials i Inclusió	19774
Institut Català de l'Acolliment i de l'Adopció	La Presidència que correspon al conseller o consellera en matèria d'acolliment i adopció	Consellera del Departament de Drets Socials i Inclusió	19774
Agència Catalana de l'Aigua (ACA)	President/a - Titular del Departament d’adscripció de l’Agència Catalana de l’Aigua	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Consorci Centre de Recerca Ecològica i Aplicacions Forestals (CREAF)	El/la conseller/a  del dept competent en medi ambient	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Agència de Residus de Catalunya	El president/a, que és el conseller/a del departament competent en matèria de medi ambient	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Consorci per a la Protecció i la Gestió dels Espais Naturals del Delta del Llobregat	El/la president/a que correspon al/a la conseller/a del departament competent en medi natural	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Fundació Catalana per a la Recerca i la Innovació (FCRi)	Patró designat pel/per la titular departament de la Generalitat competent en recerca, innov.i uni	Director general de Recerca	139
Servei Meteorològic de Catalunya	President/a que és el conseller/a del Dept. competent en Medi Ambient	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Institut Català d'Energia (ICAEN)	El president o presidenta, que és el conseller o consellera competent en matèria d'energia	Consellera del Departament de Territori, Habitatge i Transició Ecològica	3392
Fundació Institut Català de Recerca de l'Aigua (ICRA)	Patró designat per l'Agència Catalana de l'Aigua (ACA)	Director de l'Agència Catalana de l'Aigua	10647
Fundació Institut Català de Recerca en Patrimoni Cultural (ICRPC)	Vocal designat per la Generalitat, nomenat pel titular del dept. competent en matèria de recerca	Director general de Recerca	139
Fundació Centre de Recerca en Agrotecnologia, AGROTECNIO	La persona titular de la direcció general competent en matèria de recerca de l’Administració de la G	Director general de Recerca	139
Institut per al Desenvolupament de les Comarques de l'Ebre (IDECE)	Representants determinats pel Govern en representació de la Generalitat	Director de Serveis Territorials d'Acció Climàtica, Alimentació i Agenda Rural a Terres de l'Ebre	12219
Oficina de Suport a la Iniciativa Cultural	Vocal representant departament competent en finances públiques	Directora de Serveis d'Economia i Hisenda	1116
Fundació Parc Científic de Barcelona	Persona designada per la Generalitat de Catalunya, a través del departament compet en recerca	Director general de Recerca	139
Centre de Recerca en Economia Internacional (CREI)	Vocal designat pel titular del departament de la Generalitat competent en matèria de recerca	Director general de Recerca	139
Fundació Centre de Regulació Genòmica (CRG)	Vocal designat pel conseller/a del departament que exerceixi les funcions en l'àmbit de recerca	Director general de Recerca	139
